DATE,PERIOD,USEP,Model_1,Model_2,Forecast_Baseline,Random_Jitter,Updated_Model
18/12/2019,9,55.69,55.53745806,58.22,56.87872903,1,55.69
18/12/2019,10,54,55.61223907,58.22,56.91611953,1.02,55.08
18/12/2019,11,55.85,55.8727056,64.65,60.2613528,0.95,53.0575
18/12/2019,12,56.03,56.3806362,67.64,62.0103181,1.02,57.1506
18/12/2019,13,56.97,57.01165124,74.97,65.99082562,0.9,51.273
18/12/2019,14,57.91,57.5924108,74.97,66.2812054,0.99,57.3309
18/12/2019,15,59.13,67.90858464,78.92,73.41429232,1.02,60.3126
18/12/2019,16,60.87,68.84534553,68.59,68.71767277,1.06,64.5222
18/12/2019,17,62.68,69.79336582,79.71,74.75168291,0.95,59.546
18/12/2019,18,60.9,80.05035581,80.96,80.5051779,0.92,56.028
18/12/2019,19,62.11,80.42360484,81.26,80.84180242,0.93,57.7623
18/12/2019,20,72.12,80.67565519,141.43,111.0528276,0.98,70.6776
18/12/2019,21,74.9,80.87047955,81.26,81.06523978,0.96,71.904
18/12/2019,22,72.65,80.96179845,170.3,125.6308992,1.07,77.7355
18/12/2019,23,73.08,80.91560928,101.53,91.22280464,1.05,76.734
18/12/2019,24,67.14,80.69512431,151.39,116.0425622,0.93,62.4402
18/12/2019,25,61.1,80.48537357,81.26,80.87268679,0.94,57.434
18/12/2019,26,69.17,80.52835219,81.26,80.8941761,1.1,76.087
18/12/2019,27,70.24,80.729321,151.39,116.0596605,0.97,68.1328
18/12/2019,28,70.67,80.8523379,77.25,79.05116895,1.04,73.4968
18/12/2019,29,70.84,80.85784382,81.26,81.05892191,0.97,68.7148
18/12/2019,30,70.55,80.81220189,77.25,79.03110095,1.07,75.4885
18/12/2019,31,71.68,80.78441624,81.26,81.02220812,0.91,65.2288
18/12/2019,32,71.69,80.78267998,151.39,116.08634,0.99,70.9731
18/12/2019,33,70.74,80.7474001,81.26,81.00370005,0.99,70.0326
18/12/2019,34,69.18,80.64955112,81.26,80.95477556,1,69.18
18/12/2019,35,69.16,80.43212334,81.26,80.84606167,1,69.16
18/12/2019,36,69.12,80.05857232,81.26,80.65928616,0.96,66.3552
18/12/2019,37,69.66,79.8291129,81.26,80.54455645,1.05,73.143
18/12/2019,38,79.72,79.91706414,81.26,80.58853207,0.99,78.9228
18/12/2019,39,81.94,79.97361972,80.96,80.46680986,0.97,79.4818
18/12/2019,40,81.94,79.8932466,141.43,110.6616233,0.95,77.843
18/12/2019,41,81,79.73210333,141.43,110.5810517,0.9,72.9
18/12/2019,42,81.22,69.98197798,141.43,105.705989,0.97,78.7834
18/12/2019,43,80.75,69.76989609,78.1,73.93494805,0.96,77.52
18/12/2019,44,77.33,69.33679656,75.72,72.52839828,0.95,73.4635
18/12/2019,45,74.17,68.79731657,75.72,72.25865829,0.98,72.6866
18/12/2019,46,72.02,68.30375189,74.97,71.63687595,1.02,73.4604
18/12/2019,47,67,67.76812461,69.03,68.39906231,1.08,72.36
18/12/2019,48,59.72,67.23356634,74.97,71.10178317,1.01,60.3172
19/12/2019,1,58.18,59.77725767,67.6,63.68862884,1.04,60.5072
19/12/2019,2,57.21,59.3662199,62.15,60.75810995,0.9,51.489
19/12/2019,3,56.15,59.01988331,62.15,60.58494165,0.95,53.3425
19/12/2019,4,55.55,58.74117187,62.15,60.44558594,0.97,53.8835
19/12/2019,5,55.39,58.54480453,62.05,60.29740227,0.97,53.7283
19/12/2019,6,55.31,58.36528374,61.19,59.77764187,1.07,59.1817
19/12/2019,7,54.1,58.23755414,60.96,59.59877707,1.05,56.805
19/12/2019,8,54.1,58.16237316,60.9,59.53118658,1.04,56.264
19/12/2019,9,54.1,58.13955585,60.28,59.20977792,0.97,52.477
19/12/2019,10,55.3,58.23291385,60.47,59.35145693,0.97,53.641
19/12/2019,11,55.65,58.50648516,61.88,60.19324258,0.94,52.311
19/12/2019,12,56.15,59.03768826,62.15,60.59384413,1.04,58.396
19/12/2019,13,59.86,59.71328218,67.05,63.38164109,1.08,64.6488
19/12/2019,14,61.13,60.31958567,68.11,64.21479284,1.01,61.7413
19/12/2019,15,61.5,70.66768602,78.37,74.51884301,1.07,65.805
19/12/2019,16,72.12,71.65170591,81.76,76.70585295,0.94,67.7928
19/12/2019,17,76.36,72.64465096,81.86,77.25232548,0.91,69.4876
19/12/2019,18,76.37,82.92341599,141.43,112.176708,0.93,71.0241
19/12/2019,19,79.33,83.29886859,250.7,166.9994343,0.92,72.9836
19/12/2019,20,78.59,83.54365796,93.85,88.69682898,1.08,84.8772
19/12/2019,21,76.4,83.74277132,86.54,85.14138566,0.96,73.344
19/12/2019,22,77.67,83.83190599,86.84,85.335953,1.07,83.1069
19/12/2019,23,75.01,83.77475762,551.98,317.8773788,1,75.01
19/12/2019,24,73.84,83.53940965,93.34,88.43970483,1.1,81.224
19/12/2019,25,74.27,83.3580671,88.35,85.85403355,1.06,78.7262
19/12/2019,26,73.81,83.39794015,93.33,88.36397008,0.95,70.1195
19/12/2019,27,76.13,83.60401504,93.87,88.73700752,0.92,70.0396
19/12/2019,28,78.24,83.71609587,259.86,171.7880479,0.97,75.8928
19/12/2019,29,78.56,83.72311639,259.94,171.8315582,1.03,80.9168
19/12/2019,30,80.44,83.67774296,259.85,171.7638715,1.03,82.8532
19/12/2019,31,82.31,83.68388589,259.94,171.8119429,1.09,89.7179
19/12/2019,32,80.46,83.68866577,261.4,172.5443329,0.98,78.8508
19/12/2019,33,74.98,83.65989469,93.87,88.76494735,0.93,69.7314
19/12/2019,34,78.25,83.53420064,93.85,88.69210032,1.06,82.945
19/12/2019,35,74.28,83.28307951,98.59,90.93653976,1.04,77.2512
19/12/2019,36,70.99,82.85751836,101.43,92.14375918,0.98,69.5702
19/12/2019,37,74.2,82.60710978,79.91,81.25855489,0.92,68.264
19/12/2019,38,81.95,82.68602632,79.91,81.29801316,1.08,88.506
19/12/2019,39,82.68,82.74916622,101.43,92.08958311,1.02,84.3336
19/12/2019,40,92.51,82.68541236,82.02,82.35270618,0.94,86.9594
19/12/2019,41,87.83,82.54180501,81.02,81.7809025,0.95,83.4385
19/12/2019,42,84.81,72.77974334,83.04,77.90987167,1.03,87.3543
19/12/2019,43,83.47,72.56475814,84.82,78.69237907,1.07,89.3129
19/12/2019,44,78.72,72.13502505,76.47,74.30251253,0.97,76.3584
19/12/2019,45,75.07,71.61948423,76.14,73.87974212,1.06,79.5742
19/12/2019,46,70.97,71.14551516,68.88,70.01275758,0.97,68.8409
19/12/2019,47,65.92,70.61960312,70.16,70.38980156,1.07,70.5344
19/12/2019,48,61.2,70.05200736,68.11,69.08100368,1.05,64.26
20/12/2019,1,60.86,56.34764552,67.7,62.02382276,1.06,64.5116
20/12/2019,2,58.16,55.93075631,66.62,61.27537816,0.91,52.9256
20/12/2019,3,57.24,55.65200879,74.97,65.31100439,0.97,55.5228
20/12/2019,4,56.23,55.37912751,66.69,61.03456375,0.9,50.607
20/12/2019,5,56.17,55.16692585,64.65,59.90846292,1.08,60.6636
20/12/2019,6,56.13,54.98205692,58.22,56.60102846,1.03,57.8139
20/12/2019,7,55.79,54.84318526,58.22,56.53159263,1.1,61.369
20/12/2019,8,55.78,54.75238103,58.22,56.48619052,0.95,52.991
20/12/2019,9,55.78,54.7239363,58.22,56.47196815,1.03,57.4534
20/12/2019,10,56.14,54.7919026,58.22,56.5059513,1.05,58.947
20/12/2019,11,57.17,55.04598743,58.22,56.63299371,1.05,60.0285
20/12/2019,12,58.14,55.54790263,67.64,61.59395132,0.94,54.6516
20/12/2019,13,62.64,56.18312368,67.7,61.94156184,0.93,58.2552
20/12/2019,14,65.77,56.75904843,67.7,62.22952422,0.97,63.7969
20/12/2019,15,65.81,67.08841757,68.88,67.98420878,1.04,68.4424
20/12/2019,16,71.15,68.04724389,68.62,68.33362195,0.9,64.035
20/12/2019,17,77.3,69.02569158,79.71,74.36784579,0.96,74.208
20/12/2019,18,77.4,79.2987749,79.27,79.28438745,0.95,73.53
20/12/2019,19,80.46,79.68421799,293.99,186.837109,0.9,72.414
20/12/2019,20,88.52,79.91901196,97.89,88.90450598,0.95,84.094
20/12/2019,21,100.62,80.09804774,167.5,123.7990239,0.99,99.6138
20/12/2019,22,102.32,80.20026572,167.5,123.8501329,0.99,101.2968
20/12/2019,23,137.86,80.14030274,167.5,123.8201514,0.99,136.4814
20/12/2019,24,102.83,79.92720574,97.89,88.90860287,0.91,93.5753
20/12/2019,25,102.95,79.72223462,93.45,86.58611731,0.97,99.8615
20/12/2019,26,102.83,79.75722029,93.33,86.54361014,1.02,104.8866
20/12/2019,27,92.55,79.91713324,97.89,88.90356662,1.06,98.103
20/12/2019,28,92.58,80.02905079,93.87,86.9495254,1.04,96.2832
20/12/2019,29,92.53,80.05052734,93.87,86.96026367,0.92,85.1276
20/12/2019,30,92.55,80.0070408,98.44,89.2235204,0.95,87.9225
20/12/2019,31,93.58,79.99754443,98.44,89.21877221,1.1,102.938
20/12/2019,32,103.15,79.99992228,98.44,89.21996114,0.9,92.835
20/12/2019,33,93.89,79.95570187,87.82,83.88785094,0.98,92.0122
20/12/2019,34,88.39,79.8311103,86.18,83.00555515,0.98,86.6222
20/12/2019,35,85.86,79.58113133,79.27,79.42556566,1.01,86.7186
20/12/2019,36,78.33,79.17120255,69.89,74.53060127,1.09,85.3797
20/12/2019,37,80.43,78.90599166,69.89,74.39799583,0.98,78.8214
20/12/2019,38,83.49,78.94969874,75.88,77.41484937,0.91,75.9759
20/12/2019,39,84.51,78.94957096,70.6,74.77478548,1.04,87.8904
20/12/2019,40,85.8,78.84444228,78.57,78.70722114,0.96,82.368
20/12/2019,41,84.49,78.66287649,80.73,79.69643825,1.02,86.1798
20/12/2019,42,83.47,68.87904066,78.56,73.71952033,1.04,86.8088
20/12/2019,43,83.47,68.65671704,78.31,73.48335852,1.08,90.1476
20/12/2019,44,78.88,68.26817169,72.63,70.44908585,1.07,84.4016
20/12/2019,45,75.51,67.81315444,69.28,68.54657722,1.09,82.3059
20/12/2019,46,80.31,67.40805205,68.73,68.06902602,1.06,85.1286
20/12/2019,47,77.72,66.98801598,68.73,67.85900799,1.01,78.4972
20/12/2019,48,72.02,66.57996931,68.87,67.72498465,1.07,77.0614
21/12/2019,1,70.7,70.21580478,81.47,75.84290239,1.04,73.528
21/12/2019,2,69.28,60.17267854,78.37,69.27133927,0.9,62.352
21/12/2019,3,68.09,59.76932573,74.36,67.06466287,1.02,69.4518
21/12/2019,4,66.79,59.44166015,71.52,65.48083008,1.03,68.7937
21/12/2019,5,65.14,59.18159741,71.02,65.1007987,1.07,69.6998
21/12/2019,6,64.06,58.96410207,70.98,64.97205103,1.08,69.1848
21/12/2019,7,62.43,58.7921397,68.12,63.45606985,1,62.43
21/12/2019,8,62.1,58.68342134,67.8,63.24171067,1.02,63.342
21/12/2019,9,61.92,58.60367938,68.28,63.44183969,0.91,56.3472
21/12/2019,10,62.1,58.6288522,67.8,63.2144261,1.05,65.205
21/12/2019,11,62.83,58.76669196,70.9,64.83334598,1.02,64.0866
21/12/2019,12,63.56,58.9907909,71.02,65.00539545,0.94,59.7464
21/12/2019,13,65.12,59.25574948,71.02,65.13787474,0.92,59.9104
21/12/2019,14,66.73,59.52262405,71.66,65.59131202,0.91,60.7243
21/12/2019,15,68.49,59.84736518,75.42,67.63368259,1,68.49
21/12/2019,16,74.24,60.55098268,82.8,71.67549134,1.08,80.1792
21/12/2019,17,79.48,71.04717205,74.01,72.52858603,1.07,85.0436
21/12/2019,18,83.74,71.6990946,76,73.8495473,1.05,87.927
21/12/2019,19,88.8,72.15496006,80.09,76.12248003,1.1,97.68
21/12/2019,20,88.49,72.50238337,80.74,76.62119169,0.94,83.1806
21/12/2019,21,95.97,72.78249703,249.48,161.1312485,1.08,103.6476
21/12/2019,22,98.06,72.88147695,78.33,75.60573847,0.96,94.1376
21/12/2019,23,94.95,72.82615373,78.31,75.56807686,1.04,98.748
21/12/2019,24,84.7,72.60978816,80.74,76.67489408,1.09,92.323
21/12/2019,25,87.84,72.40925452,79.27,75.83962726,1.07,93.9888
21/12/2019,26,84.74,72.24862707,80.09,76.16931354,1.06,89.8244
21/12/2019,27,83.61,72.15363299,80.09,76.1218165,1.03,86.1183
21/12/2019,28,81.07,72.11095826,80.09,76.10047913,0.98,79.4486
21/12/2019,29,80.77,72.06006688,80.09,76.07503344,1.07,86.4239
21/12/2019,30,80.48,71.98008521,80.09,76.03504261,1.02,82.0896
21/12/2019,31,79.55,71.90301102,78.14,75.02150551,0.99,78.7545
21/12/2019,32,80.66,71.84758305,78.14,74.99379152,0.91,73.4006
21/12/2019,33,77.72,71.75083107,78.14,74.94541553,0.9,69.948
21/12/2019,34,75.53,71.61802904,79.43,75.52401452,1.02,77.0406
21/12/2019,35,75.7,71.4977124,70.96,71.2288562,0.91,68.887
21/12/2019,36,75.54,71.43168406,70.96,71.19584203,1.09,82.3386
21/12/2019,37,76.71,71.51153552,70.77,71.14076776,1.08,82.8468
21/12/2019,38,79.57,71.77454173,81.77,76.77227087,1.04,82.7528
21/12/2019,39,81.77,71.96274487,79.27,75.61637243,0.95,77.6815
21/12/2019,40,83.62,72.02785448,78.78,75.40392724,1.02,85.2924
21/12/2019,41,81.7,72.03383073,79.27,75.65191536,1.08,88.236
21/12/2019,42,81.71,72.0107523,74.75,73.38037615,1.01,82.5271
21/12/2019,43,81.6,71.91113693,74.75,73.33056847,1.08,88.128
21/12/2019,44,77.75,71.64860127,78.14,74.89430064,0.92,71.53
21/12/2019,45,75.49,71.28676064,71.49,71.38838032,1.06,80.0194
21/12/2019,46,73.34,70.96734963,71.7,71.33367482,0.92,67.4728
21/12/2019,47,70.7,70.60750893,81.47,76.03875446,0.92,65.044
21/12/2019,48,68.36,70.22031322,81.47,75.84515661,1.06,72.4616
22/12/2019,1,68.35,53.94221263,67.7,60.82110631,0.97,66.2995
22/12/2019,2,65.76,53.52565855,68.41,60.96782927,1.09,71.6784
22/12/2019,3,65.72,53.13574989,59.54,56.33787494,0.95,62.434
22/12/2019,4,65.46,52.80112879,66.69,59.74556439,1.03,67.4238
22/12/2019,5,63.88,52.55169127,64.65,58.60084563,1.02,65.1576
22/12/2019,6,63.58,52.33725356,64.65,58.49362678,0.99,62.9442
22/12/2019,7,58.45,52.1473117,59.3,55.72365585,1.03,60.2035
22/12/2019,8,58.42,52.02197315,59.3,55.66098657,1.02,59.5884
22/12/2019,9,57.37,51.9206613,59.52,55.72033065,0.93,53.3541
22/12/2019,10,58.45,51.9307453,59.52,55.72537265,0.94,54.943
22/12/2019,11,58.47,52.05603139,59.52,55.78801569,1.1,64.317
22/12/2019,12,58.41,52.23787924,59.3,55.76893962,1.05,61.3305
22/12/2019,13,58.26,52.36354246,57.63,54.99677123,1.06,61.7556
22/12/2019,14,62.11,52.48760297,64.65,58.56880149,1.07,66.4577
22/12/2019,15,63.58,52.66479035,67.64,60.15239517,1.01,64.2158
22/12/2019,16,65.65,52.97050521,59.54,56.2552526,1.08,70.902
22/12/2019,17,66.72,53.42998995,67.7,60.56499498,1.09,72.7248
22/12/2019,18,70.43,53.88351805,67.7,60.79175902,1,70.43
22/12/2019,19,72.96,54.3005734,66.47,60.3852867,0.96,70.0416
22/12/2019,20,74.36,54.66030259,70.95,62.8051513,1.08,80.3088
22/12/2019,21,74.46,54.94891053,68.6,61.77445526,1.1,81.906
22/12/2019,22,73.33,64.69604004,69.01,66.85302002,1.04,76.2632
22/12/2019,23,73.33,64.68395356,67.7,66.19197678,0.92,67.4636
22/12/2019,24,73.16,64.56990247,66.3,65.43495124,0.9,65.844
22/12/2019,25,73.15,64.48102292,66.3,65.39051146,0.99,72.4185
22/12/2019,26,73.15,64.50246607,66.3,65.40123304,1.01,73.8815
22/12/2019,27,73.41,64.58883225,65.54,65.06441612,1.03,75.6123
22/12/2019,28,73.54,64.64734815,68.07,66.35867408,1.07,78.6878
22/12/2019,29,73.45,64.66741136,68.07,66.36870568,0.98,71.981
22/12/2019,30,73.59,64.67069121,68.19,66.4303456,0.98,72.1182
22/12/2019,31,73.7,64.67593028,68.53,66.60296514,0.97,71.489
22/12/2019,32,73.15,64.66624744,73.68,69.17312372,1.03,75.3445
22/12/2019,33,73.96,64.66494962,73.68,69.17247481,1,73.96
22/12/2019,34,74.06,64.66133811,73.68,69.17066905,1.01,74.8006
22/12/2019,35,74.09,55.04483731,73.68,64.36241866,0.93,68.9037
22/12/2019,36,74.07,55.03995298,73.68,64.35997649,0.94,69.6258
22/12/2019,37,75.66,55.23778517,68.53,61.88389259,0.95,71.877
22/12/2019,38,77.74,65.26548424,74.75,70.00774212,1.06,82.4044
22/12/2019,39,80.9,65.59570525,89.95,77.77285262,1.06,85.754
22/12/2019,40,82.83,65.73182011,86.27,76.00091005,1.07,88.6281
22/12/2019,41,83.83,65.81441944,89.95,77.88220972,1.08,90.5364
22/12/2019,42,83.92,65.94918649,83.29,74.61959325,0.93,78.0456
22/12/2019,43,81.77,65.93180243,83.29,74.61090121,0.93,76.0461
22/12/2019,44,100.93,65.6496461,73.7,69.67482305,1.01,101.9393
22/12/2019,45,90.8,65.20341958,76.91,71.05670979,1,90.8
22/12/2019,46,86.76,64.79121409,73.46,69.12560705,1,86.76
22/12/2019,47,84.7,64.30483301,72.8,68.55241651,1.02,86.394
22/12/2019,48,79.84,54.1830101,69.3,61.74150505,0.94,75.0496
23/12/2019,1,72.57,57.4484601,67.63,62.53923005,0.9,65.313
23/12/2019,2,65.67,57.06929026,67.64,62.35464513,1.03,67.6401
23/12/2019,3,64.42,56.71980804,66.69,61.70490402,1.05,67.641
23/12/2019,4,63.08,56.44544977,64.65,60.54772488,1,63.08
23/12/2019,5,63.08,56.24223659,59.88,58.0611183,0.92,58.0336
23/12/2019,6,61.56,56.07734982,57.63,56.85367491,1.09,67.1004
23/12/2019,7,58.36,55.95618835,57.63,56.79309417,1.06,61.8616
23/12/2019,8,58.35,55.88520692,57.62,56.75260346,0.96,56.016
23/12/2019,9,58.36,55.86673072,57.62,56.74336536,1.08,63.0288
23/12/2019,10,62.36,55.96222807,57.8,56.88111404,1.01,62.9836
23/12/2019,11,64.32,56.2426306,60.15,58.1963153,1.05,67.536
23/12/2019,12,65.74,56.76980467,67.64,62.20490233,1.09,71.6566
23/12/2019,13,65.82,57.43689078,68.87,63.15344539,0.91,59.8962
23/12/2019,14,71.5,58.08018344,67.63,62.85509172,0.93,66.495
23/12/2019,15,71.61,68.44965417,67.63,68.03982709,0.94,67.3134
23/12/2019,16,74.69,69.41552906,68.59,69.00276453,0.9,67.221
23/12/2019,17,76.76,70.41572359,76.94,73.67786179,1.05,80.598
23/12/2019,18,82.21,80.7350183,146.03,113.3825092,0.9,73.989
23/12/2019,19,83.22,81.12965643,136.1,108.6148282,1.04,86.5488
23/12/2019,20,83.58,81.38863586,136.1,108.7443179,0.96,80.2368
23/12/2019,21,84.3,81.58924847,84.72,83.15462424,0.93,78.399
23/12/2019,22,85.53,81.65389769,84.72,83.18694884,1.1,94.083
23/12/2019,23,85.54,81.62911343,83.48,82.55455671,1.01,86.3954
23/12/2019,24,83.91,81.43118781,76.63,79.03059391,0.94,78.8754
23/12/2019,25,83.94,81.26691206,76.63,78.94845603,1.01,84.7794
23/12/2019,26,82.82,81.26278451,76.63,78.94639226,1.02,84.4764
23/12/2019,27,83.9,81.45768587,76.63,79.04384293,1.03,86.417
23/12/2019,28,84.03,81.54251338,79.66,80.60125669,1.06,89.0718
23/12/2019,29,84.01,81.54187519,79.66,80.60093759,1.07,89.8907
23/12/2019,30,85.52,81.51630429,80.75,81.13315214,0.94,80.3888
23/12/2019,31,86.79,81.54138494,80.96,81.25069247,1.01,87.6579
23/12/2019,32,87.06,81.53846295,80.96,81.24923147,1.03,89.6718
23/12/2019,33,85.92,81.5050189,80.96,81.23250945,1.06,91.0752
23/12/2019,34,83.76,81.39544814,76.63,79.01272407,1,83.76
23/12/2019,35,82.98,81.13017889,76.11,78.62008944,0.96,79.6608
23/12/2019,36,78.96,80.70781903,78.99,79.84890952,0.9,71.064
23/12/2019,37,81.76,80.48629206,125.9,103.193146,0.96,78.4896
23/12/2019,38,82.89,80.56847737,125.9,103.2342387,1,82.89
23/12/2019,39,84.78,80.63410821,125.9,103.2670541,0.9,76.302
23/12/2019,40,84.79,80.58347403,125.9,103.241737,0.9,76.311
23/12/2019,41,85.87,80.45823911,146.03,113.2441196,1.08,92.7396
23/12/2019,42,90.85,70.71854078,146.03,108.3742704,0.93,84.4905
23/12/2019,43,87.16,70.50887965,81.98,76.24443983,0.94,81.9304
23/12/2019,44,84.77,70.07522246,75.25,72.66261123,1.04,88.1608
23/12/2019,45,80.31,69.54238343,75.72,72.63119171,1,80.31
23/12/2019,46,75.53,69.04335114,74.6,71.82167557,1.07,80.8171
23/12/2019,47,71.52,68.49987548,73.68,71.08993774,1.01,72.2352
23/12/2019,48,67.26,67.93997632,68.88,68.40998816,0.99,66.5874
24/12/2019,1,66.04,57.0654086,67.63,62.3477043,0.95,62.738
24/12/2019,2,65.82,56.6719262,68.87,62.7709631,0.92,60.5544
24/12/2019,3,58.28,56.38749415,66.69,61.53874707,1,58.28
24/12/2019,4,57.24,56.11991162,64.65,60.38495581,0.9,51.516
24/12/2019,5,56.16,55.92075198,60.15,58.03537599,0.92,51.6672
24/12/2019,6,55.92,55.75764129,60.15,57.95382064,1.03,57.5976
24/12/2019,7,55.48,55.63139315,60.15,57.89069657,0.92,51.0416
24/12/2019,8,55.26,55.55085222,59.52,57.53542611,0.95,52.497
24/12/2019,9,55.48,55.53351601,59.52,57.526758,1.03,57.1444
24/12/2019,10,55.58,55.62661722,60.15,57.88830861,1.02,56.6916
24/12/2019,11,55.85,55.90304006,64.65,60.27652003,0.97,54.1745
24/12/2019,12,56.05,56.43335643,67.64,62.03667822,1.03,57.7315
24/12/2019,13,56.88,57.10611132,74.97,66.03805566,0.92,52.3296
24/12/2019,14,57.6,57.71635193,67.63,62.67317596,0.94,54.144
24/12/2019,15,63.11,68.06631759,68.88,68.4731588,1.09,68.7899
24/12/2019,16,71.52,69.06154384,73.68,71.37077192,0.95,67.944
24/12/2019,17,74.7,70.07160641,76.53,73.3008032,0.97,72.459
24/12/2019,18,73.78,80.34893632,136.1,108.2244682,0.98,72.3044
24/12/2019,19,77.85,80.74342551,125.9,103.3217128,1.07,83.2995
24/12/2019,20,78.41,80.99976231,76.63,78.81488116,1.1,86.251
24/12/2019,21,82.94,81.19234576,99.96,90.57617288,0.99,82.1106
24/12/2019,22,78.23,81.281654,116.83,99.055827,1.09,85.2707
24/12/2019,23,77.86,81.21819526,116.83,99.02409763,0.99,77.0814
24/12/2019,24,75.73,80.97832297,125.9,103.4391615,0.95,71.9435
24/12/2019,25,73.73,80.78186323,76.63,78.70593162,0.94,69.3062
24/12/2019,26,71.57,80.82817372,76.63,78.72908686,1.01,72.2857
24/12/2019,27,77.86,81.00838312,76.63,78.81919156,0.92,71.6312
24/12/2019,28,77.86,81.12811291,162.4,121.7640565,1.05,81.753
24/12/2019,29,77.01,81.12985024,167.5,124.3149251,1.02,78.5502
24/12/2019,30,78.23,81.07738829,182.79,131.9336941,0.97,75.8831
24/12/2019,31,77.85,81.07296186,184.27,132.6714809,0.94,73.179
24/12/2019,32,76.72,81.09698714,118.85,99.97349357,0.91,69.8152
24/12/2019,33,78.21,81.09808505,94.24,87.66904253,1.05,82.1205
24/12/2019,34,77.85,80.99831465,76.63,78.81415732,1.01,78.6285
24/12/2019,35,76.69,80.75846694,125.9,103.3292335,1.06,81.2914
24/12/2019,36,72.7,80.33459898,125.9,103.1172995,0.98,71.246
24/12/2019,37,72.7,80.05957625,125.9,102.9797881,0.93,67.611
24/12/2019,38,72.7,80.12313393,125.9,103.011567,0.99,71.973
24/12/2019,39,77.04,80.16483027,125.9,103.0324151,0.9,69.336
24/12/2019,40,77.04,80.08712719,146.03,113.0585636,0.97,74.7288
24/12/2019,41,76.12,79.92063957,125.9,102.9103198,0.99,75.3588
24/12/2019,42,77.76,70.14887693,146.03,108.0894385,0.91,70.7616
24/12/2019,43,77.76,69.93138645,76.53,73.23069322,0.99,76.9824
24/12/2019,44,75.7,69.49119575,73.68,71.58559788,0.9,68.13
24/12/2019,45,75.6,68.94896645,73.68,71.31448322,1.05,79.38
24/12/2019,46,84.72,68.45828504,73.69,71.07414252,1.08,91.4976
24/12/2019,47,80.69,67.91143016,73.68,70.79571508,0.95,76.6555
24/12/2019,48,75.03,67.32966322,69.03,68.17983161,0.94,70.5282
25/12/2019,1,70.73,47.02289682,74.97,60.99644841,1.06,74.9738
25/12/2019,2,68.35,46.60771478,67.64,57.12385739,1.08,73.818
25/12/2019,3,67.71,46.31288694,66.69,56.50144347,0.93,62.9703
25/12/2019,4,66.35,46.02989712,66.69,56.35994856,1.03,68.3405
25/12/2019,5,65.76,45.82170819,64.65,55.2358541,1.07,70.3632
25/12/2019,6,65.67,45.65462196,58.22,51.93731098,1.08,70.9236
25/12/2019,7,65.22,45.51343795,58.22,51.86671898,0.99,64.5678
25/12/2019,8,64.22,45.43512223,58.22,51.82756112,1.01,64.8622
25/12/2019,9,63.77,45.39749158,58.22,51.80874579,0.99,63.1323
25/12/2019,10,64.17,45.47227258,58.22,51.84613629,1.07,68.6619
25/12/2019,11,64.32,45.73273911,64.65,55.19136955,1.09,70.1088
25/12/2019,12,64.18,46.24066972,67.64,56.94033486,0.91,58.4038
25/12/2019,13,64.11,46.87168475,74.97,60.92084238,1.09,69.8799
25/12/2019,14,64.11,47.45244431,67.7,57.57622215,0.98,62.8278
25/12/2019,15,65.16,57.76861815,67.7,62.73430907,0.91,59.2956
25/12/2019,16,65.77,58.70537904,68.59,63.64768952,1.1,72.347
25/12/2019,17,70.66,59.65339934,72.43,66.04169967,0.97,68.5402
25/12/2019,18,74.62,69.91038932,125.9,97.90519466,0.93,69.3966
25/12/2019,19,76.18,70.28363835,125.9,98.09181918,1.1,83.798
25/12/2019,20,76.68,70.5356887,125.9,98.21784435,1.03,78.9804
25/12/2019,21,77.69,70.73051306,76.63,73.68025653,1.09,84.6821
25/12/2019,22,76.64,70.82183196,170.3,120.560916,0.94,72.0416
25/12/2019,23,75.65,70.7756428,101.53,86.1528214,1.09,82.4585
25/12/2019,24,75.54,70.55515783,76.63,73.59257891,0.96,72.5184
25/12/2019,25,75.04,70.34540709,76.11,73.22770354,0.91,68.2864
25/12/2019,26,75.55,70.3883857,76.11,73.24919285,0.99,74.7945
25/12/2019,27,75.65,70.58935451,76.63,73.60967726,1,75.65
25/12/2019,28,76.2,70.71237141,76.63,73.67118571,0.93,70.866
25/12/2019,29,76.19,70.71787734,76.63,73.67393867,1.1,83.809
25/12/2019,30,75.64,70.6722354,76.63,73.6511177,1.01,76.3964
25/12/2019,31,75.64,70.64444975,76.63,73.63722487,1.07,80.9348
25/12/2019,32,76.19,70.64271349,76.63,73.63635674,1.03,78.4757
25/12/2019,33,76.65,70.60743361,76.63,73.6187168,0.94,72.051
25/12/2019,34,76.19,70.50958463,125.9,98.20479232,0.94,71.6186
25/12/2019,35,76.65,70.29215685,125.9,98.09607843,0.91,69.7515
25/12/2019,36,76.65,69.91860583,78.99,74.45430292,1.07,82.0155
25/12/2019,37,77.71,69.68914642,78.99,74.33957321,0.98,76.1558
25/12/2019,38,81.77,69.77709765,85.41,77.59354883,1.07,87.4939
25/12/2019,39,84.79,69.83365323,87.01,78.42182662,0.99,83.9421
25/12/2019,40,86.81,69.75328011,87.06,78.40664006,1.01,87.6781
25/12/2019,41,85.83,69.59213684,95.88,82.73606842,1.02,87.5466
25/12/2019,42,85.81,59.84201149,94.89,77.36600574,0.98,84.0938
25/12/2019,43,83.84,59.62992961,78.1,68.8649648,1.03,86.3552
