DATE,PERIOD,USEP,Model_1,Model_2,Forecast_Baseline,Random_Jitter,Updated_Model
17/11/2019,36,69.56,67.95056517,102.01,84.98028258,0.95,66.082
17/11/2019,37,72.19,68.12035522,88.14,78.13017761,0.95,68.5805
17/11/2019,38,76.33,77.44906831,84.72,81.08453415,1.09,83.1997
17/11/2019,39,81.65,77.74164144,84.72,81.23082072,0.98,80.017
17/11/2019,40,82.44,77.85794712,84.72,81.28897356,1.01,83.2644
17/11/2019,41,84.15,77.91582499,84.72,81.3179125,0.96,80.784
17/11/2019,42,84.15,78.05021788,84.72,81.38510894,1.09,91.7235
17/11/2019,43,83.24,78.04867216,84.72,81.38433608,1.01,84.0724
17/11/2019,44,79.17,77.81190736,84.72,81.26595368,1.03,81.5451
17/11/2019,45,75.9,77.42046601,84.72,81.07023301,0.9,68.31
17/11/2019,46,79.99,77.07038289,211.43,144.2501914,1.05,83.9895
17/11/2019,47,75.62,76.64469049,99.01,87.82734525,0.97,73.3514
17/11/2019,48,74.58,67.24219515,88.63,77.93609758,1.02,76.0716
18/11/2019,1,69.67,65.33901627,81.92,73.62950814,1,69.67
18/11/2019,2,65.7,65.01147976,80.89,72.95073988,0.98,64.386
18/11/2019,3,63.68,64.70332777,92.06,78.38166388,1.06,67.5008
18/11/2019,4,63.66,64.46159931,92.06,78.26079965,1.09,69.3894
18/11/2019,5,62.63,64.28332325,80.95,72.61666163,0.95,59.4985
18/11/2019,6,62.65,64.13809982,80.97,72.55404991,0.94,58.891
18/11/2019,7,60.47,64.03409002,80.85,72.44204501,0.98,59.2606
18/11/2019,8,59.58,63.96968711,78.16,71.06484356,1.05,62.559
18/11/2019,9,59.49,63.95071254,78.03,70.99035627,0.94,55.9206
18/11/2019,10,60.56,64.0315398,78.17,71.1007699,0.99,59.9544
18/11/2019,11,61.54,64.27215446,80.95,72.61107723,0.99,60.9246
18/11/2019,12,63.66,64.72357323,92.06,78.39178661,0.93,59.2038
18/11/2019,13,64.7,65.29152616,77.41,71.35076308,1.09,70.523
18/11/2019,14,69.77,65.84234075,82.16,74.00117038,1.07,74.6539
18/11/2019,15,67.76,75.45004071,93.34,84.39502035,1.05,71.148
18/11/2019,16,69.77,76.2788816,248.88,162.5794408,1.01,70.4677
18/11/2019,17,75.68,77.14619477,83.02,80.08309738,1.01,76.4368
18/11/2019,18,186.85,86.7236246,83.74,85.2318123,1.02,190.587
18/11/2019,19,202.27,87.06189278,83.74,85.40094639,1.04,210.3608
18/11/2019,20,252.04,87.29043143,231.8,159.5452157,1.03,259.6012
18/11/2019,21,223.04,87.46672154,84.3,85.88336077,1.08,240.8832
18/11/2019,22,248.82,87.52529853,84.67,86.09764927,0.98,243.8436
18/11/2019,23,238.39,87.49817998,84.67,86.08408999,0.95,226.4705
18/11/2019,24,233.53,87.33001314,70.94,79.13500657,0.95,221.8535
18/11/2019,25,141.4,87.18666485,85.22,86.20333242,1.1,155.54
18/11/2019,26,154.15,87.18372287,85.22,86.20186144,1.08,166.482
18/11/2019,27,208.44,87.35045619,83.85,85.6002281,1,208.44
18/11/2019,28,237.02,87.42713469,83.85,85.63856734,1.1,260.722
18/11/2019,29,232.32,87.42395265,83.85,85.63697632,0.97,225.3504
18/11/2019,30,232.91,87.39301997,83.85,85.62150999,1.09,253.8719
18/11/2019,31,262.68,87.40728704,83.85,85.62864352,1.1,288.948
18/11/2019,32,551.78,87.40179854,70.92,79.16089927,0.97,535.2266
18/11/2019,33,551.79,87.3747838,71.86,79.6173919,0.92,507.6468
18/11/2019,34,551.74,87.27476895,76.35,81.81238447,1,551.74
18/11/2019,35,303.32,87.04210516,81,84.02105258,1.05,318.486
18/11/2019,36,261.51,86.67465902,110.57,98.62232951,1.03,269.3553
18/11/2019,37,252.7,86.4842464,110.57,98.5271232,0.97,245.119
18/11/2019,38,228.35,86.56084245,110.57,98.56542123,0.99,226.0665
18/11/2019,39,212.31,86.62669036,230.22,158.4233452,0.98,208.0638
18/11/2019,40,212.17,86.59366847,90.02,88.30683423,1.03,218.5351
18/11/2019,41,211.79,86.49655378,245.84,166.1682769,0.91,192.7289
18/11/2019,42,166.19,77.4315764,249.39,163.4107882,1.1,182.809
18/11/2019,43,80.61,77.25636446,246.48,161.8681822,1.01,81.4161
18/11/2019,44,73.46,76.88339407,78.97,77.92669704,1.02,74.9292
18/11/2019,45,72.09,76.42001945,246.48,161.4500097,0.93,67.0437
18/11/2019,46,66.08,75.98764794,81.04,78.51382397,1.02,67.4016
18/11/2019,47,65.45,75.51428176,211.43,143.4721409,0.98,64.141
18/11/2019,48,64.48,75.02521183,99.01,87.01760591,0.93,59.9664
19/11/2019,1,66.12,66.79053334,82.16,74.47526667,0.95,62.814
19/11/2019,2,66.6,66.44674029,88.08,77.26337015,1.01,67.266
19/11/2019,3,66.61,66.19762347,92.06,79.12881173,1.07,71.2727
19/11/2019,4,66.11,65.964105,78.87,72.4170525,1.09,72.0599
19/11/2019,5,63.83,65.78919754,51.14,58.46459877,0.95,60.6385
19/11/2019,6,63.65,65.64781653,81.52,73.58390827,0.97,61.7405
19/11/2019,7,63.45,65.53458552,81.52,73.52729276,0.93,59.0085
19/11/2019,8,60.9,65.46606242,80.64,73.05303121,0.95,57.855
19/11/2019,9,61.48,65.45137406,80.54,72.99568703,0.93,57.1764
19/11/2019,10,63.44,65.52894257,80.66,73.09447128,1.09,69.1496
19/11/2019,11,61.57,65.76980132,51.14,58.45490066,1.05,64.6485
19/11/2019,12,67.14,66.22935061,92.06,79.14467531,0.9,60.426
19/11/2019,13,67.73,66.81667268,82.16,74.48833634,1.1,74.503
19/11/2019,14,70.6,67.34523454,80.04,73.69261727,1.06,74.836
19/11/2019,15,69.76,76.9527117,211.43,144.1913558,1.01,70.4576
19/11/2019,16,73.61,77.82282323,84.72,81.27141162,0.91,66.9851
19/11/2019,17,79.43,78.71206578,84.72,81.71603289,0.97,77.0471
19/11/2019,18,251.35,88.25826646,246.48,167.3691332,0.92,231.242
19/11/2019,19,252.34,88.59986531,81,84.79993266,1.01,254.8634
19/11/2019,20,202.76,88.8288683,100.67,94.74943415,0.98,198.7048
19/11/2019,21,251.82,88.99621578,104.61,96.80310789,0.92,231.6744
19/11/2019,22,252.1,89.07057408,104.61,96.84028704,1.01,254.621
19/11/2019,23,251.8,89.01180555,104.61,96.81090277,0.92,231.656
19/11/2019,24,111.18,88.80250394,95.53,92.16625197,0.91,101.1738
19/11/2019,25,79.98,88.63047669,81,84.81523834,1.09,87.1782
19/11/2019,26,80,88.67387138,81,84.83693569,0.94,75.2
19/11/2019,27,224.29,88.83175072,100.17,94.50087536,1.01,226.5329
19/11/2019,28,247.8,88.93413259,104.61,96.7720663,0.98,242.844
19/11/2019,29,252.2,88.93165301,100.17,94.55082651,1.09,274.898
19/11/2019,30,251.84,88.87746682,100.17,94.52373341,0.93,234.2112
19/11/2019,31,255.56,88.86910247,100.67,94.76955124,0.93,237.6708
19/11/2019,32,255.75,88.88816623,100.17,94.52908312,1.06,271.095
19/11/2019,33,243.27,88.89337175,100.17,94.53168588,0.98,238.4046
19/11/2019,34,249.87,88.80749627,100.67,94.73874813,1.01,252.3687
19/11/2019,35,218,88.59794023,81,84.79897012,1.03,224.54
19/11/2019,36,251.91,88.22806716,211.44,149.8340336,1,251.91
19/11/2019,37,79.74,87.98695073,245.84,166.9134754,1.09,86.9166
19/11/2019,38,252.3,88.04061104,245.84,166.9403055,1.06,267.438
19/11/2019,39,252.29,88.08253409,81,84.54126704,1.06,267.4274
19/11/2019,40,182.4,88.01642163,245.84,166.9282108,1.01,184.224
19/11/2019,41,227.99,87.8776279,211.44,149.6588139,1.03,234.8297
19/11/2019,42,228.2,78.78187361,246.48,162.6309368,1.02,232.764
19/11/2019,43,79.44,78.59490891,246.48,162.5374545,1.03,81.8232
19/11/2019,44,75.89,78.21320609,246.48,162.346603,0.9,68.301
19/11/2019,45,73.36,77.74184382,83.07,80.40592191,1.03,75.5608
19/11/2019,46,69.44,77.31562495,84.72,81.01781248,0.92,63.8848
19/11/2019,47,68.83,76.83788456,88.14,82.48894228,0.9,61.947
19/11/2019,48,67.72,76.31599051,82.16,79.23799525,0.9,60.948
20/11/2019,1,68.45,65.03949977,93.34,79.18974988,1.1,75.295
20/11/2019,2,68.42,64.6727795,84.4,74.53638975,0.94,64.3148
20/11/2019,3,67.56,64.42180799,96,80.210904,0.91,61.4796
20/11/2019,4,67.38,64.17412985,92.06,78.11706492,0.9,60.642
20/11/2019,5,65.57,63.99355112,40.26,52.12677556,1.08,70.8156
20/11/2019,6,63.43,63.84954461,51.14,57.49477231,1,63.43
20/11/2019,7,59.23,63.72686891,30.41,47.06843445,0.97,57.4531
20/11/2019,8,58.32,63.65744604,30.41,47.03372302,1.08,62.9856
20/11/2019,9,58.32,63.62638914,30.4,47.01319457,1.04,60.6528
20/11/2019,10,59.62,63.69217327,30.4,47.04608664,1.06,63.1972
20/11/2019,11,63.85,63.92123189,40.26,52.09061594,1,63.85
20/11/2019,12,67.7,64.36859167,82.16,73.26429584,0.96,64.992
20/11/2019,13,68.39,64.92765239,93.34,79.1338262,0.97,66.3383
20/11/2019,14,72.41,65.44034328,211.43,138.4351716,1,72.41
20/11/2019,15,67.73,75.02493556,84.72,79.87246778,0.91,61.6343
20/11/2019,16,69.78,75.85237692,84.72,80.28618846,1.02,71.1756
20/11/2019,17,80.63,76.69640836,110.57,93.63320418,1.08,87.0804
20/11/2019,18,80.96,86.22317442,110.57,98.39658721,1.08,87.4368
20/11/2019,19,81.26,86.55083053,110.57,98.56041527,1,81.26
20/11/2019,20,222.34,86.76301148,246.48,166.6215057,1.07,237.9038
20/11/2019,21,250.81,86.93023206,99.03,92.98011603,1,250.81
20/11/2019,22,262.92,87.00916571,99.03,93.01958286,0.97,255.0324
20/11/2019,23,261.36,86.96839809,99.03,92.99919904,1.06,277.0416
20/11/2019,24,209.19,86.76719051,76.44,81.60359526,0.93,194.5467
20/11/2019,25,202.04,86.57674391,76.44,81.50837195,0.9,181.836
20/11/2019,26,202.14,86.60704923,76.44,81.52352462,0.91,183.9474
20/11/2019,27,228.8,86.78480035,89.01,87.89740018,0.94,215.072
20/11/2019,28,213.91,86.89191594,90.63,88.76095797,1.1,235.301
20/11/2019,29,210.58,86.89129155,99.03,92.96064577,1.08,227.4264
20/11/2019,30,185.54,86.85427056,97.37,92.11213528,0.94,174.4076
20/11/2019,31,156.92,86.83661351,99.03,92.93330675,1.01,158.4892
20/11/2019,32,91.53,86.83674496,90.63,88.73337248,1.08,98.8524
20/11/2019,33,230.23,86.80220231,89.3,88.05110116,0.96,221.0208
20/11/2019,34,201.85,86.71417452,76.44,81.57708726,0.94,189.739
20/11/2019,35,201.83,86.51488837,76.44,81.47744418,1.03,207.8849
20/11/2019,36,88.04,86.17525636,75.65,80.91262818,1.03,90.6812
20/11/2019,37,80.88,85.96355236,75.66,80.81177618,0.94,76.0272
20/11/2019,38,79.91,86.03002435,75.66,80.84501218,0.94,75.1154
20/11/2019,39,79.95,86.08087831,75.66,80.87043915,1.02,81.549
20/11/2019,40,79.95,86.01158349,75.66,80.83579175,1.06,84.747
20/11/2019,41,78.93,85.8677578,75.66,80.7638789,0.96,75.7728
20/11/2019,42,79.6,76.78594886,75.66,76.22297443,1.02,81.192
20/11/2019,43,79.25,76.60128868,75.66,76.13064434,0.9,71.325
20/11/2019,44,73.83,76.22426312,75.66,75.94213156,0.92,67.9236
20/11/2019,45,69.55,75.75479427,75.66,75.70739714,0.9,62.595
20/11/2019,46,67.72,75.33008875,84.72,80.02504438,0.97,65.6884
20/11/2019,47,64.54,74.86134894,84.72,79.79067447,1.06,68.4124
20/11/2019,48,59.31,74.3761641,88.14,81.25808205,1.01,59.9031
21/11/2019,1,67.21,63.47581552,80.99,72.23290776,0.93,62.5053
21/11/2019,2,67.71,63.11419517,84.4,73.75709758,1.03,69.7413
21/11/2019,3,65.6,62.83442026,77.71,70.27221013,1,65.6
21/11/2019,4,60.68,62.59177381,40.26,51.42588691,1.04,63.1072
21/11/2019,5,59.62,62.41759588,39.07,50.74379794,1.04,62.0048
21/11/2019,6,58.59,62.26162494,30.4,46.33081247,1.04,60.9336
21/11/2019,7,58.35,62.14998506,30.4,46.27499253,1.08,63.018
21/11/2019,8,56.62,62.08374413,30.4,46.24187206,1.06,60.0172
21/11/2019,9,58.35,62.06095797,30.4,46.23047898,1,58.35
21/11/2019,10,58.26,62.14387117,30.4,46.27193559,1.1,64.086
21/11/2019,11,59.64,62.38033715,39.07,50.72516858,0.99,59.0436
21/11/2019,12,66.36,62.84486331,77.71,70.27743166,1.05,69.678
21/11/2019,13,67.73,63.43194754,93.34,78.38597377,0.93,62.9889
21/11/2019,14,69.22,63.95954443,88.14,76.04977222,0.99,68.5278
21/11/2019,15,67.76,73.56272569,84.72,79.14136284,1.09,73.8584
21/11/2019,16,68.75,74.42511821,84.72,79.57255911,0.93,63.9375
21/11/2019,17,76.75,75.29139729,110.57,92.93069865,1.08,82.89
21/11/2019,18,141.43,84.83498983,110.57,97.70249492,0.9,127.287
21/11/2019,19,219.38,85.15623465,84.72,84.93811733,0.99,217.1862
21/11/2019,20,181.08,85.36513957,246.48,165.9225698,1.05,190.134
21/11/2019,21,229.61,85.53228361,99.03,92.2811418,0.95,218.1295
21/11/2019,22,252.78,85.61118387,99.03,92.32059194,0.9,227.502
21/11/2019,23,203.2,85.56221258,99.03,92.29610629,1.06,215.392
21/11/2019,24,151.39,85.36349932,110.59,97.97674966,0.96,145.3344
21/11/2019,25,77.78,85.20593059,110.57,97.88796529,1.04,80.8912
21/11/2019,26,74.12,85.24402665,110.59,97.91701333,0.98,72.6376
21/11/2019,27,77.25,85.41822632,110.59,98.00411316,1,77.25
21/11/2019,28,77.25,85.51836043,110.59,98.05418021,1.1,84.975
21/11/2019,29,76.57,85.53206978,110.59,98.06103489,0.95,72.7415
21/11/2019,30,76.56,85.49230821,110.59,98.04115411,0.99,75.7944
21/11/2019,31,76.92,85.49235821,110.59,98.04117911,0.99,76.1508
21/11/2019,32,77.25,85.50008987,110.59,98.04504493,1.03,79.5675
21/11/2019,33,75.88,85.48039841,110.59,98.0351992,1.04,78.9152
21/11/2019,34,73.68,85.36865174,230.22,157.7943259,1.08,79.5744
21/11/2019,35,70.49,85.14951886,92.39,88.76975943,1,70.49
21/11/2019,36,70.6,84.77458325,110.57,97.67229163,0.96,67.776
21/11/2019,37,70.6,84.54112491,110.57,97.55556245,0.94,66.364
21/11/2019,38,72.65,84.60382239,75.66,80.13191119,0.92,66.838
21/11/2019,39,72.66,84.66294878,75.66,80.16147439,1.08,78.4728
21/11/2019,40,75.11,84.61156799,75.66,80.13578399,1.04,78.1144
21/11/2019,41,75.21,84.48953657,75.66,80.07476829,1.03,77.4663
21/11/2019,42,75.37,75.4026158,75.66,75.5313079,0.93,70.0941
21/11/2019,43,78.1,75.21781378,246.48,160.8489069,1.06,82.786
21/11/2019,44,74.98,74.84849733,246.48,160.6642487,0.96,71.9808
21/11/2019,45,72.62,74.39592946,75.66,75.02796473,1.02,74.0724
21/11/2019,46,72.54,73.98707518,84.72,79.35353759,1.1,79.794
21/11/2019,47,68.82,73.52713485,84.72,79.12356742,0.94,64.6908
21/11/2019,48,65.54,73.03827437,84.72,78.87913718,0.92,60.2968
22/11/2019,1,65.64,65.14686917,82.16,73.65343458,0.95,62.358
22/11/2019,2,66.35,64.78459855,85.59,75.18729928,0.97,64.3595
22/11/2019,3,66.35,64.52842679,81.75,73.1392134,0.98,65.023
22/11/2019,4,64.41,64.28723505,76.27,70.27861753,1.09,70.2069
22/11/2019,5,60.79,64.10098923,49.74,56.92049462,1.04,63.2216
22/11/2019,6,59.91,63.94339735,39.07,51.50669867,0.98,58.7118
22/11/2019,7,59.81,63.81909738,30.41,47.11454869,0.97,58.0157
22/11/2019,8,58.81,63.74040691,30.41,47.07520346,1.1,64.691
22/11/2019,9,58.82,63.71552119,30.41,47.0627606,1.04,61.1728
22/11/2019,10,59.73,63.7705408,30.41,47.0902704,1,59.73
22/11/2019,11,59.92,63.9910477,49.31,56.65052385,0.96,57.5232
22/11/2019,12,67.72,64.42588139,76.27,70.34794069,1.08,73.1376
22/11/2019,13,67.85,64.9728076,85.59,75.2814038,0.91,61.7435
22/11/2019,14,69.75,65.46711743,85.12,75.29355872,1.04,72.54
22/11/2019,15,68.31,75.04727515,88.14,81.59363758,0.98,66.9438
22/11/2019,16,69.76,75.88013361,84.72,80.30006681,1.05,73.248
22/11/2019,17,79.71,76.73503731,84.72,80.72751865,1.01,80.5071
22/11/2019,18,78.04,86.27201472,84.72,85.49600736,0.95,74.138
22/11/2019,19,78.01,86.60641845,76.44,81.52320923,1.1,85.811
22/11/2019,20,76.86,86.80769791,76.44,81.62384896,1.03,79.1658
22/11/2019,21,76.86,86.96883618,98.79,92.87941809,1.01,77.6286
22/11/2019,22,78.17,87.05523731,113.07,100.0626187,0.97,75.8249
22/11/2019,23,78.07,87.00500227,139.86,113.4325011,1.01,78.8507
22/11/2019,24,76.37,86.81892283,76.44,81.62946142,0.99,75.6063
22/11/2019,25,78.05,86.64378354,110.57,98.60689177,0.94,73.367
22/11/2019,26,78.17,86.68040774,110.57,98.62520387,0.92,71.9164
22/11/2019,27,80.75,86.81731819,246.48,166.6486591,0.98,79.135
22/11/2019,28,80.86,86.91478337,110.59,98.75239168,0.91,73.5826
22/11/2019,29,83.03,86.93522802,246.48,166.707614,0.9,74.727
22/11/2019,30,83.01,86.89933581,113.89,100.3946679,1.03,85.5003
22/11/2019,31,80.77,86.89251984,110.59,98.74125992,1.01,81.5777
22/11/2019,32,80.76,86.90496919,110.59,98.74748459,1.01,81.5676
22/11/2019,33,78.16,86.87112543,110.59,98.73056271,1.09,85.1944
22/11/2019,34,78.01,86.76826523,110.59,98.67913262,1.02,79.5702
22/11/2019,35,70.6,86.55105652,110.57,98.56052826,1.08,76.248
22/11/2019,36,70.6,86.19648766,110.57,98.38324383,0.98,69.188
22/11/2019,37,70.6,85.96558943,110.57,98.26779472,1,70.6
22/11/2019,38,70.69,85.99937196,110.57,98.28468598,0.94,66.4486
22/11/2019,39,71.82,86.00259974,110.57,98.28629987,1.06,76.1292
22/11/2019,40,79.95,85.90493252,92.39,89.14746626,1.02,81.549
22/11/2019,41,80.73,85.75381887,110.57,98.16190944,0.91,73.4643
22/11/2019,42,78.56,76.65360089,84.72,80.68680044,0.93,73.0608
22/11/2019,43,78.31,76.46588481,84.72,80.59294241,0.94,73.6114
22/11/2019,44,72.63,76.13587586,84.72,80.42793793,1.09,79.1667
22/11/2019,45,69.28,75.74531842,84.72,80.23265921,0.9,62.352
22/11/2019,46,68.97,75.39922432,84.72,80.05961216,1.09,75.1773
22/11/2019,47,68.73,75.03701336,88.14,81.58850668,0.9,61.857
22/11/2019,48,68.87,74.68741445,93.34,84.01370723,1,68.87
23/11/2019,1,68.54,75.45262838,82.16,78.80631419,1.01,69.2254
23/11/2019,2,65.62,66.11651214,84.4,75.25825607,0.97,63.6514
23/11/2019,3,62.71,65.75386929,83.14,74.44693465,0.95,59.5745
23/11/2019,4,60.05,65.46832191,82.28,73.87416096,1.08,64.854
23/11/2019,5,59.07,65.23720116,73.31,69.27360058,1.06,62.6142
23/11/2019,6,58.86,65.04384204,73.31,69.17692102,1.04,61.2144
23/11/2019,7,58.72,64.89207111,73.31,69.10103556,1.07,62.8304
23/11/2019,8,58.22,64.80016916,73.31,69.05508458,1,58.22
23/11/2019,9,58.22,64.72429057,73.31,69.01714528,1.02,59.3844
23/11/2019,10,57.8,64.74535917,73.31,69.02767958,1,57.8
23/11/2019,11,58.05,64.86373541,72.02,68.44186771,1.1,63.855
23/11/2019,12,57.95,65.05703566,72.02,68.53851783,0.91,52.7345
23/11/2019,13,58.99,65.28469989,81.05,73.16734995,0.97,57.2203
23/11/2019,14,59.37,65.51724232,82.11,73.81362116,0.91,54.0267
23/11/2019,15,59.98,65.79927723,82.94,74.36963861,1.05,62.979
23/11/2019,16,65.7,66.4081725,82.09,74.24908625,0.92,60.444
23/11/2019,17,66.76,76.14368269,211.43,143.7868413,0.9,60.084
23/11/2019,18,66.47,76.7064462,84.72,80.7132231,1.09,72.4523
23/11/2019,19,67.78,77.10337515,84.72,80.91168757,0.92,62.3576
23/11/2019,20,69.89,77.39800647,84.72,81.05900324,1.05,73.3845
23/11/2019,21,70.67,77.64026781,262.87,170.2551339,0.99,69.9633
23/11/2019,22,70.65,77.71734523,262.87,170.2936726,1.09,77.0085
23/11/2019,23,70.65,77.66667407,262.87,170.268337,0.98,69.237
23/11/2019,24,68.8,77.47147339,84.72,81.09573669,1.08,74.304
23/11/2019,25,68.62,77.29081872,84.72,81.00540936,1.02,69.9924
23/11/2019,26,68.63,77.14538266,84.72,80.93269133,0.92,63.1396
23/11/2019,27,68.63,77.05695389,84.72,80.88847694,0.97,66.5711
23/11/2019,28,68.64,77.02122875,84.72,80.87061438,1.05,72.072
23/11/2019,29,68.64,76.97791716,84.72,80.84895858,1,68.64
23/11/2019,30,67.1,76.91188133,84.72,80.81594067,1.08,72.468
23/11/2019,31,67.13,76.84186997,84.72,80.78093498,1.06,71.1578
23/11/2019,32,67.11,76.78960536,84.72,80.75480268,1.09,73.1499
23/11/2019,33,66.81,76.69924367,84.72,80.70962183,0.97,64.8057
23/11/2019,34,66.79,76.57585634,84.72,80.64792817,0.99,66.1221
23/11/2019,35,67.93,76.47549485,84.72,80.59774742,1,67.93
23/11/2019,36,67.93,76.4207279,88.14,82.28036395,1.06,72.0058
23/11/2019,37,68.62,76.48933272,84.72,80.60466636,0.97,66.5614
23/11/2019,38,73.55,76.71417068,84.72,80.71708534,0.9,66.195
23/11/2019,39,83.74,76.88804144,84.72,80.80402072,0.91,76.2034
23/11/2019,40,85.38,76.94675712,84.72,80.83337856,1.04,88.7952
23/11/2019,41,80.82,76.95805697,84.72,80.83902849,1.01,81.6282
23/11/2019,42,80.74,76.93912846,246.48,161.7095642,1.06,85.5844
23/11/2019,43,80.74,76.86575499,84.72,80.79287749,1.1,88.814
23/11/2019,44,72.85,76.64502753,84.72,80.68251377,0.98,71.393
23/11/2019,45,71.49,76.33631923,88.14,82.23815962,0.98,70.0602
23/11/2019,46,68.81,76.06487937,88.14,82.10243969,0.93,63.9933
23/11/2019,47,68.6,75.75595363,99.01,87.38297682,0.9,61.74
23/11/2019,48,68.59,75.43405477,89.43,82.43202738,0.96,65.8464
24/11/2019,1,71.18,68.2406947,82.16,75.20034735,1,71.18
24/11/2019,2,77.76,67.87718308,80.89,74.38359154,1.07,83.2032
24/11/2019,3,73.55,67.52441974,81.57,74.54720987,0.91,66.9305
24/11/2019,4,71.42,67.23867737,75.44,71.33933869,1.09,77.8478
24/11/2019,5,70.92,67.01914787,74.54,70.77957394,1.01,71.6292
24/11/2019,6,68.62,66.83354146,70.7,68.76677073,0.91,62.4442
24/11/2019,7,68.56,66.66658541,70.7,68.68329271,1.08,74.0448
24/11/2019,8,68.53,66.55742323,70.7,68.62871161,1.07,73.3271
24/11/2019,9,68.53,66.46841979,70.7,68.5842099,0.95,65.1035
24/11/2019,10,68.53,66.47402906,70.7,68.58701453,1.05,71.9565
24/11/2019,11,68.64,66.58232899,70.7,68.6411645,0.9,61.776
24/11/2019,12,70.99,66.7455061,69.73,68.23775305,0.95,67.4405
24/11/2019,13,68.62,66.85463942,69.54,68.19731971,0.96,65.8752
24/11/2019,14,68.55,66.95738351,69.94,68.44869175,1.01,69.2355
24/11/2019,15,68.65,67.11165112,75.03,71.07082556,0.99,67.9635
24/11/2019,16,68.68,67.37525193,83.81,75.59262597,1.05,72.114
24/11/2019,17,72.95,67.76812729,84.21,75.98906365,1.03,75.1385
24/11/2019,18,77.89,68.16347826,85.52,76.84173913,1.07,83.3423
24/11/2019,19,73.66,68.53000451,89.43,78.98000225,0.98,72.1868
24/11/2019,20,73.62,68.84630569,82.09,75.46815285,0.96,70.6752
24/11/2019,21,77.97,69.09612436,93.34,81.21806218,1.1,85.767
24/11/2019,22,73.83,78.1697458,109.19,93.6798729,0.91,67.1853
24/11/2019,23,78.7,78.15496227,104.1,91.12748114,0.98,77.126
24/11/2019,24,96.73,78.04964179,104.09,91.06982089,1.06,102.5338
24/11/2019,25,81.47,77.9766576,99.01,88.4933288,0.94,76.5818
24/11/2019,26,80.72,77.99159046,103.08,90.53579523,1.04,83.9488
24/11/2019,27,93.54,78.06121167,103.54,90.80060584,1.08,101.0232
24/11/2019,28,97.87,78.11861929,108.09,93.10430965,1.05,102.7635
24/11/2019,29,100.93,78.13509788,108.36,93.24754894,0.91,91.8463
24/11/2019,30,122.04,78.13613731,106.65,92.39306866,0.95,115.938
24/11/2019,31,141.49,78.13842625,104.08,91.10921312,1.09,154.2241
24/11/2019,32,100.93,78.1303243,102.01,90.07016215,0.96,96.8928
24/11/2019,33,73.68,78.12245338,101.89,90.00622669,1,73.68
24/11/2019,34,73.67,78.11455848,102.01,90.06227924,1.05,77.3535
24/11/2019,35,73.83,69.14616017,102.01,85.57808008,0.96,70.8768
24/11/2019,36,73.68,69.14446526,102.01,85.57723263,1.09,80.3112
24/11/2019,37,73.86,69.31425531,88.14,78.72712765,1.08,79.7688
24/11/2019,38,75.53,78.6429684,246.48,162.5614842,0.96,72.5088
24/11/2019,39,76.08,78.93554153,75.01,76.97277076,1.03,78.3624
24/11/2019,40,76.09,79.05184721,75.01,77.03092361,0.94,71.5246
24/11/2019,41,78.76,79.10972508,76.17,77.63986254,1.03,81.1228
24/11/2019,42,75.02,79.24411797,78.3,78.77205898,1.03,77.2706
24/11/2019,43,73.69,79.24257224,76.44,77.84128612,0.99,72.9531
24/11/2019,44,73.7,79.00580745,75.01,77.00790373,1.06,78.122
24/11/2019,45,73.71,78.6143661,246.48,162.5471831,0.96,70.7616
24/11/2019,46,71.9,78.26428297,74.75,76.50714149,1.1,79.09
24/11/2019,47,69.13,77.83859058,88.48,83.15929529,1.08,74.6604
24/11/2019,48,68.75,68.43609524,88.63,78.53304762,1.08,74.25
25/11/2019,1,65.75,64.27936166,92.6,78.43968083,1.01,66.4075
25/11/2019,2,63.58,63.95182514,91.76,77.85591257,1.09,69.3022
25/11/2019,3,61.06,63.64367315,90.85,77.24683657,1.07,65.3342
25/11/2019,4,60.29,63.40194469,86.72,75.06097235,0.92,55.4668
25/11/2019,5,59.88,63.22366864,85.4,74.31183432,0.99,59.2812
25/11/2019,6,60.03,63.07844521,83.78,73.4292226,1.1,66.033
25/11/2019,7,59.87,62.9744354,83.78,73.3772177,1.08,64.6596
25/11/2019,8,59.52,62.9100325,83.78,73.34501625,1.06,63.0912
25/11/2019,9,59.3,62.89105793,83.78,73.33552896,0.97,57.521
25/11/2019,10,59.53,62.97188518,83.78,73.37594259,0.93,55.3629
25/11/2019,11,60.15,63.21249985,86.68,74.94624992,0.94,56.541
25/11/2019,12,61.97,63.66391861,90.81,77.23695931,1.02,63.2094
25/11/2019,13,67.63,64.23187154,91.75,77.99093577,0.93,62.8959
25/11/2019,14,67.84,64.78268613,82.09,73.43634307,0.93,63.0912
25/11/2019,15,68.3,74.39038609,93.34,83.86519305,0.95,64.885
25/11/2019,16,73.68,75.21922698,84.72,79.96961349,1.09,80.3112
25/11/2019,17,76.94,76.08654015,84.72,80.40327008,1,76.94
25/11/2019,18,80.06,85.66396999,83.74,84.70198499,1.05,84.063
25/11/2019,19,80.63,86.00223817,83.74,84.87111908,1.01,81.4363
25/11/2019,20,86.4,86.23077681,263.11,174.6703884,0.93,80.352
25/11/2019,21,84.72,86.40706693,84.3,85.35353346,0.98,83.0256
25/11/2019,22,85.74,86.46564392,84.67,85.56782196,0.98,84.0252
25/11/2019,23,83.48,86.43852536,84.67,85.55426268,0.95,79.306
